file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
BAC009S0765W0445,0.0,6.974125,S0765,-47.71180057388809,-47.42746118398813,2.4895159948133854,3.1223230382201734
BAC009S0913W0423,0.0,2.6760625,S0913,-43.32287415461754,-48.33369688554244,2.4895159948133854,7.396433910235714
BAC009S0913W0135,0.0,4.1499375,S0913,-44.99849868222891,-46.98379294077555,2.4895159948133854,6.830937952693041
BAC009S0913W0361,0.0,5.8559375,S0913,-46.769334604308874,-48.44955015182495,2.4895159948133854,6.255997759786638
BAC009S0912W0227,0.0,3.142,S0912,-49.518713301154456,-51.182652155558266,2.4895159948133854,14.34214069566348
BAC009S0912W0202,0.0,7.272,S0912,-48.12903520460798,-48.935603637695316,2.4895159948133854,13.468843633118027
BAC009S0914W0362,0.0,4.5920625,S0914,-48.870166122004356,-49.40164828300476,2.4895159948133854,3.856168989181132
BAC009S0902W0172,0.0,4.7989375,S0902,-48.840380859375,-50.38842242697011,2.4895159948133854,10.792599728803976
BAC009S0902W0375,0.0,6.114,S0902,-50.19413295315057,-51.13609640938895,2.4895159948133854,11.350577042650649
BAC009S0906W0306,0.0,4.9670625,S0906,-47.18809733400403,-49.13043812343052,2.4895159948133854,4.975472474788283
BAC009S0901W0132,0.0,8.822,S0901,-47.02499202806123,-51.13187949888168,2.4895159948133854,14.069359106955332
BAC009S0901W0172,0.0,5.197,S0901,-45.477478966346155,-49.881146545410154,2.4895159948133854,17.395863324635357
BAC009S0901W0152,0.0,5.826,S0901,-47.25794315501715,-49.68678501674107,2.4895159948133854,12.138493040359936
BAC009S0915W0415,0.0,2.954125,S0915,-44.95409494173729,-46.458196976605585,2.4895159948133854,9.73002322869797
BAC009S0907W0335,0.0,4.475875,S0907,-48.761056082589285,-49.69190385606554,2.4895159948133854,11.078594263895672
BAC009S0907W0168,0.0,4.9489375,S0907,-45.577083333333334,-47.90223789215088,2.4895159948133854,14.7364350720901
BAC009S0704W0124,0.0,3.617,S0704,-45.507958175069064,-50.53411647251674,2.4895149732431974,7.83753025696587
BAC009S0062W0391,0.0,7.2168125,S0062,-46.0708751731302,-46.26044864189334,2.4895149732431974,4.819195412877352
BAC009S0656W0255,0.0,4.645,S0656,-45.84707661290322,-47.138060887654625,2.48951395167301,8.909559869839594
BAC009S0149W0361,0.0,4.2529375,S0149,-49.10359834558824,-49.11760950088501,2.48951395167301,11.683597581312796
BAC009S0005W0152,0.0,4.5480625,S0005,-45.43782623626374,-47.771759796142575,2.48951395167301,7.324416545439366
BAC009S0042W0302,0.0,3.9240625,S0042,-44.36118363360969,-44.79771505083357,2.48951395167301,10.960706430944823
BAC009S0704W0301,0.0,4.511,S0704,-45.96100245981153,-50.467077842125526,2.48951395167301,12.641712977213695
BAC009S0070W0260,0.0,2.9759375,S0070,-47.890149826971474,-52.04815946306501,2.48951395167301,13.898397930041757
BAC009S0023W0313,0.0,3.02,S0023,-44.09917929946192,-43.246845469755286,2.48951395167301,4.249282441285587
BAC009S0050W0226,0.0,4.6700625,S0050,-45.60323122992505,-48.54523777961731,2.48951395167301,14.703356018389027
BAC009S0348W0186,0.0,4.0920625,S0348,-45.29477383863081,-47.19517015155993,2.48951395167301,11.451562287233216
BAC009S0124W0259,0.0,2.2360625,S0124,-51.617074148995535,-53.34354365955699,2.48951395167301,10.22910735165496
BAC009S0758W0292,0.0,4.296,S0758,-49.74562136627907,-50.88353252410889,2.48951395167301,8.815555217712298
BAC009S0763W0257,0.0,4.146,S0763,-44.6230233433735,-48.79476387270035,2.48951395167301,9.344138906877646
BAC009S0906W0313,0.0,5.8149375,S0906,-46.43657554324441,-47.67795385965487,2.48951395167301,6.184200997805654
BAC009S0717W0484,0.0,4.699,S0717,-45.54385388962766,-47.34392060904667,2.489511908532634,8.676500591569052
BAC009S0758W0380,0.0,4.6230625,S0758,-45.317302489177486,-50.26464235782623,2.489511908532634,10.198121457724795
BAC009S0744W0374,0.0,4.6020625,S0744,-48.641792629076086,-51.123748676196946,2.489511908532634,8.282025649797635
BAC009S0352W0412,0.0,3.1069375,S0352,-46.236343825361736,-49.06695810953776,2.4887696847875107,10.927506879313079
BAC009S0160W0411,0.0,2.9360625,S0160,-44.38780160501701,-45.02555963267451,2.4887696847875107,10.184574706476205
BAC009S0174W0186,0.0,3.5750625,S0174,-47.79514010125698,-52.44612943209135,2.4887696847875107,7.042380243834035
BAC009S0339W0389,0.0,3.1000625,S0339,-49.37180569556452,-51.494790758405415,2.4887696847875107,9.855101365734845
BAC009S0129W0170,0.0,3.099,S0129,-47.231243699596774,-48.66746577510127,2.4887696847875107,13.589889461033938
BAC009S0222W0335,0.0,3.876,S0222,-46.00912129510309,-47.23695664178757,2.4887696847875107,8.783002006897838
BAC009S0223W0216,0.0,2.813125,S0223,-45.104023020462634,-49.969878578186034,2.4887696847875107,8.453048741737515
BAC009S0339W0378,0.0,4.4250625,S0339,-51.358114066027085,-52.11401621500651,2.488768096406105,10.114791310371384
BAC009S0710W0223,0.0,3.1,S0710,-46.20741557459677,-46.54976272583008,2.488768096406105,8.06620620827385
BAC009S0054W0333,0.0,3.4770625,S0054,-45.70916677891523,-47.46707035945012,2.488768096406105,8.513191694671526
BAC009S0723W0298,0.0,3.7120625,S0723,-43.681419516509436,-46.15789256376379,2.488768096406105,7.046665455543046
BAC009S0516W0303,0.0,4.0399375,S0516,-51.091042698019805,-52.420954854864824,2.488768096406105,8.77904926690698
BAC009S0756W0394,0.0,3.3869375,S0756,-50.3401375829646,-50.208143870035805,2.488768096406105,6.782216559519311
BAC009S0075W0203,0.0,3.683,S0075,-46.01417607846467,-47.77703170776367,2.4887673022154027,5.321856639312575
BAC009S0354W0411,0.0,3.954125,S0354,-44.89873912183544,-48.949609994888306,2.4887673022154027,11.570572045961335
BAC009S0065W0369,0.0,3.691875,S0065,-44.14595507283198,-45.839963847193225,2.4887665080247,8.341431715474037
BAC009S0064W0218,0.0,5.1319375,S0064,-46.78233506944444,-48.258039712905884,2.4887665080247,7.832559639552954
BAC009S0211W0371,0.0,5.75,S0211,-48.31540760869565,-50.99896169963636,2.4887665080247,8.35728105266426
BAC009S0002W0494,0.0,6.864,S0002,-46.69493383290816,-47.27885467529297,2.4887665080247,5.8127137085863225
BAC009S0347W0202,0.0,5.0,S0347,-49.58441015625,-49.48075199127197,2.4887665080247,8.088211441196215
BAC009S0596W0164,0.0,3.2620625,S0596,-42.63521196798313,-48.554182152999076,2.4887665080247,8.243416096464685
BAC009S0088W0147,0.0,5.725,S0088,-45.40156999890925,-46.032982899592476,2.4887665080247,14.295519334817882
BAC009S0113W0164,0.0,4.008,S0113,-45.402577540523694,-48.02707481384277,2.4887665080247,12.483832075334675
BAC009S0188W0201,0.0,5.6489375,S0188,-46.9473624170354,-48.05856182264245,2.4887665080247,9.110170811353342
BAC009S0008W0346,0.0,6.1579375,S0008,-41.794436764407465,-41.81589096470883,2.4887665080247,9.069664838982956
BAC009S0141W0267,0.0,2.671,S0141,-49.52741690074907,-51.20775894165039,2.4887665080247,14.88535259855902
BAC009S0057W0450,0.0,3.957,S0057,-47.08807311395202,-49.331014251708986,2.4887665080247,15.773059715027973
BAC009S0353W0437,0.0,2.713125,S0353,-50.68977023754613,-53.072455814906526,2.4887665080247,8.218401201472567
BAC009S0196W0376,0.0,4.3090625,S0196,-45.34079085701856,-45.223783907683,2.4887665080247,8.466336302617968
BAC009S0357W0312,0.0,6.5859375,S0357,-49.231838012139605,-48.17441202799479,2.4887665080247,10.06753212408734
BAC009S0519W0307,0.0,3.35,S0519,-46.341928055037314,-49.172323771885466,2.4887665080247,12.065424058877205
BAC009S0221W0313,0.0,3.53,S0221,-47.297478089589234,-47.418448361483485,2.4887665080247,11.719279828237479
BAC009S0090W0401,0.0,5.2150625,S0090,-46.31221189535441,-46.877004742622375,2.4887665080247,6.342263125535215
BAC009S0151W0393,0.0,5.7998125,S0151,-44.548777613146555,-45.3432742527553,2.4887665080247,8.100618491882265
BAC009S0339W0481,0.0,9.204125,S0339,-47.15920940896739,-52.86802582513718,2.4887665080247,6.470675470956648
BAC009S0072W0158,0.0,4.71,S0072,-47.566091096072185,-50.40088627256196,2.4887665080247,11.817471389104067
BAC009S0163W0294,0.0,3.0020625,S0163,-49.53848307291667,-49.995718869295985,2.4887665080247,2.979459149175664
BAC009S0129W0483,0.0,4.349875,S0129,-51.97183459051724,-50.35959746620872,2.4887665080247,13.45416866545169
BAC009S0035W0462,0.0,2.978,S0035,-42.225710465604024,-48.254276275634766,2.4887665080247,9.104877116935292
BAC009S0035W0431,0.0,4.968,S0035,-44.22703014964789,-45.599782063410835,2.4887665080247,8.382458395542066
BAC009S0712W0358,0.0,3.0129375,S0712,-43.57128581810631,-48.41181755065918,2.4887665080247,13.467617710414736
BAC009S0003W0357,0.0,5.1169375,S0003,-45.0698127746582,-48.055107731972974,2.4887665080247,12.264382370022705
BAC009S0145W0484,0.0,8.516125,S0145,-46.125866527288736,-46.36015545880353,2.4887665080247,8.053118214158182
BAC009S0130W0484,0.0,4.8349375,S0130,-50.14661781832298,-48.2670354109544,2.4887665080247,11.745030052668785
BAC009S0146W0317,0.0,5.077875,S0146,-48.86681840551181,-48.88466193459251,2.4887665080247,5.816127434954735
BAC009S0156W0438,0.0,7.6640625,S0156,-49.06427974053525,-48.490112470543906,2.4887665080247,6.59800500165024
BAC009S0112W0312,0.0,4.0659375,S0112,-47.12099777334152,-49.65757497151693,2.4887665080247,9.464189738620002
BAC009S0343W0430,0.0,3.6840625,S0343,-44.9964599609375,-48.74914105733236,2.4887665080247,6.813617369333242
BAC009S0238W0435,0.0,6.2619375,S0238,-47.005878095047926,-48.28978698730469,2.4887665080247,6.936237212545578
BAC009S0191W0230,0.0,7.2690625,S0191,-46.437757909215954,-47.976233457907654,2.4887665080247,6.858992921232961
BAC009S0745W0135,0.0,4.808,S0745,-50.56419731029106,-53.071393966674805,2.4887665080247,9.385455276864388
BAC009S0735W0356,0.0,3.657,S0735,-47.85349961577869,-49.72472047805786,2.4887665080247,3.8270500124202513
BAC009S0755W0424,0.0,2.775875,S0755,-45.126482407823744,-49.399809973580496,2.4887665080247,8.824345349462853
BAC009S0916W0458,0.0,5.542,S0916,-49.15275975857401,-48.85741217931112,2.4887665080247,4.251854575616608
BAC009S0901W0227,0.0,5.9549375,S0901,-46.73295036764706,-49.866737083152486,2.4887665080247,13.132317450019213
BAC009S0904W0472,0.0,3.2009375,S0904,-46.06690979003906,-49.09037494659424,2.4887665080247,9.12730990402476
BAC009S0202W0154,0.0,4.953,S0202,-51.03903093434344,-52.51784275196217,2.486520335605289,11.610251385201835
BAC009S0102W0420,0.0,3.432125,S0102,-43.443766513301746,-48.615132331848145,2.486520335605289,13.750012013902632
BAC009S0597W0290,0.0,4.057,S0597,-48.636906365455665,-50.49015083312988,2.4851353027607197,2.9611797076576636
BAC009S0360W0367,0.0,5.354,S0360,-46.64457505841121,-46.9069066254989,2.4727580657554102,15.297823481212731
BAC009S0142W0329,0.0,6.4919375,S0142,-49.547771812403695,-49.47451210021973,2.4727580657554102,14.545293244529756
BAC009S0089W0479,0.0,5.417,S0089,-47.245722584178964,-46.862794702703304,2.4727580657554102,9.805382253341943
BAC009S0761W0424,0.0,2.8669375,S0761,-49.507608340592334,-50.95536871517406,2.4727580657554102,4.168543640595175
BAC009S0707W0346,0.0,2.8361875,S0707,-42.831763039172536,-47.783324650355745,2.4727561810093297,14.06817460329222
BAC009S0168W0182,0.0,2.9760625,S0168,-44.62447567114094,-50.50306272506714,2.472754296263249,6.197834076147203
BAC009S0150W0350,0.0,7.1069375,S0150,-44.154033161919834,-46.17309646606445,2.472754296263249,7.391157186483035
BAC009S0182W0351,0.0,5.8759375,S0182,-46.718049133715986,-47.53840181562636,2.472754296263249,7.742216105476629
BAC009S0055W0233,0.0,3.932,S0055,-44.8893676447201,-47.74725294113159,2.472754296263249,6.764051890448918
BAC009S0024W0166,0.0,5.918,S0024,-45.387566643792226,-46.35178029537201,2.472754296263249,10.081921289523894
BAC009S0006W0201,0.0,5.9779375,S0006,-46.27855873745819,-46.359761931679465,2.472754296263249,8.201428801995963
BAC009S0175W0389,0.0,5.160875,S0175,-48.96623289123062,-50.074077933175225,2.472754296263249,6.732497204017772
BAC009S0348W0477,0.0,7.8471875,S0348,-49.93468849522293,-49.99169851232458,2.472754296263249,9.821157198403899
BAC009S0185W0358,0.0,3.327875,S0185,-48.17380466403904,-51.09386657714844,2.472754296263249,13.073322941257459
BAC009S0041W0284,0.0,3.391875,S0041,-45.16091099741888,-48.824307661790115,2.472754296263249,12.708202783156713
BAC009S0238W0228,0.0,3.6700625,S0238,-49.55914190224796,-52.015325758192276,2.472754296263249,5.363366670501719
BAC009S0729W0357,0.0,5.296875,S0729,-45.17417452830189,-47.114579270525674,2.472754296263249,9.655620453363873
BAC009S0762W0379,0.0,3.782,S0762,-49.09046378968254,-51.40275552537706,2.472754296263249,9.350421045497388
BAC009S0748W0495,0.0,6.0119375,S0748,-48.7916005875624,-48.06064871083135,2.472754296263249,9.648040435459556
BAC009S0166W0176,0.0,5.1270625,S0166,-50.65744548001949,-53.36003812154134,2.4727505267710885,15.21140091748047
BAC009S0344W0350,0.0,6.5749375,S0344,-47.56001474505327,-46.5748176574707,2.471405731971761,5.69844523365342
BAC009S0227W0249,0.0,6.775,S0227,-48.02642192109145,-48.878188055914805,2.471405731971761,5.518159038050555
BAC009S0184W0198,0.0,4.6160625,S0184,-45.28225192775974,-45.18403493946996,2.471405731971761,8.615418523924141
BAC009S0145W0197,0.0,3.803,S0145,-46.334133429276314,-49.58088104248047,2.471403779502427,9.439211949352092
BAC009S0151W0143,0.0,5.588,S0151,-46.42527113148479,-45.47309350967407,2.4714028032677597,6.838300572091654
BAC009S0022W0244,0.0,2.9260625,S0022,-45.45063859854949,-44.68553746541341,2.471402315150426,7.309531791683728
BAC009S0065W0370,0.0,4.095,S0065,-47.74110349174816,-47.943258586682774,2.471401827033093,6.401270259817785
BAC009S0064W0410,0.0,4.1901875,S0064,-43.64379008800716,-46.27997040748596,2.471401827033093,5.87811306190909
BAC009S0075W0413,0.0,5.2309375,S0075,-44.13406728011472,-45.16784310340881,2.471401827033093,2.8615504346343528
BAC009S0241W0178,0.0,3.2409375,S0241,-45.36760947145062,-47.283070283777576,2.471401827033093,10.692060978091888
BAC009S0352W0206,0.0,4.295875,S0352,-47.8842160247093,-48.97671963618352,2.471401827033093,12.745106304616447
BAC009S0352W0315,0.0,4.2740625,S0352,-50.103895272248245,-51.05201750535231,2.471401827033093,10.018331966121213
BAC009S0220W0392,0.0,2.7321875,S0220,-48.26437299679487,-53.03467232840402,2.471401827033093,11.762565985570248
BAC009S0149W0122,0.0,5.169,S0149,-50.769784362911025,-52.48203051531756,2.471401827033093,15.516278766537583
BAC009S0518W0405,0.0,4.4719375,S0518,-46.989273105425056,-49.69550009334789,2.471401827033093,9.109883871289096
BAC009S0711W0160,0.0,3.906,S0711,-44.21632233056266,-46.42127905951606,2.471401827033093,9.67797885473146
BAC009S0711W0348,0.0,6.6389375,S0711,-47.65931499435241,-49.06485929943266,2.471401827033093,7.835649614310489
BAC009S0018W0465,0.0,3.9458125,S0018,-44.867345727848104,-48.233514052170975,2.471401827033093,13.418550487720577
BAC009S0208W0171,0.0,4.4150625,S0208,-46.26948264281674,-48.12841197422573,2.471401827033093,9.262564719801905
BAC009S0047W0234,0.0,2.061875,S0047,-42.53128792475728,-44.463480631510414,2.471401827033093,12.083647729078287
BAC009S0047W0289,0.0,3.7779375,S0047,-46.16713169642857,-46.853918838500974,2.471401827033093,10.640136346522599
BAC009S0047W0229,0.0,2.177,S0047,-42.87965883027523,-43.97782357533773,2.471401827033093,13.364580662285697
BAC009S0600W0234,0.0,3.474,S0600,-43.898569772154175,-45.00583151112432,2.471401827033093,8.9398145238295
BAC009S0600W0414,0.0,2.9709375,S0600,-42.903994370791246,-48.28562465466951,2.471401827033093,10.027315584889461
BAC009S0002W0198,0.0,3.209,S0002,-45.577960718457945,-49.49906485421317,2.471401827033093,9.913538940998542
BAC009S0002W0141,0.0,5.153,S0002,-46.13588819781553,-48.24735369001116,2.471401827033093,7.375832670232128
BAC009S0252W0341,0.0,4.3009375,S0252,-45.549604832848836,-47.266719000680105,2.471401827033093,8.892065603016576
BAC009S0098W0147,0.0,4.537,S0098,-43.853360751651984,-44.489953676859535,2.471401827033093,4.182834797277312
BAC009S0205W0252,0.0,6.647125,S0205,-44.893256578947366,-46.411860370635985,2.471401827033093,14.316082433282514
BAC009S0096W0310,0.0,4.756125,S0096,-42.937947249212186,-43.50804926554362,2.471401827033093,9.927040140492341
BAC009S0096W0322,0.0,7.021,S0096,-46.5066801326567,-46.90471878051758,2.471401827033093,6.339415077902839
BAC009S0096W0159,0.0,3.7480625,S0096,-42.896994791666664,-47.5477808543614,2.471401827033093,12.976199410474521
BAC009S0354W0361,0.0,4.135,S0354,-45.02962711352657,-46.722909927368164,2.471401827033093,7.936385694378323
BAC009S0354W0471,0.0,5.912125,S0354,-45.60793742068528,-46.15283075968424,2.471401827033093,10.113835715737235
BAC009S0153W0166,0.0,3.1779375,S0153,-45.47161826847484,-48.55581122950504,2.471401827033093,10.121171965223134
BAC009S0153W0139,0.0,3.117,S0153,-46.80458420973558,-49.35043033800627,2.471401827033093,9.696929437307269
BAC009S0125W0468,0.0,5.557125,S0125,-49.44349637477518,-49.7256100562311,2.471401827033093,13.589689375905127
BAC009S0160W0216,0.0,4.2060625,S0160,-45.62210510688836,-45.711645872696586,2.471401827033093,8.24448041813994
BAC009S0107W0134,0.0,3.451,S0107,-45.888354846014494,-49.12265205383301,2.471401827033093,16.335693525479815
BAC009S0107W0131,0.0,3.1260625,S0107,-46.01283571285943,-51.153644714355465,2.471401827033093,17.364848196505747
BAC009S0088W0128,0.0,3.742,S0088,-44.43769844585562,-50.18235467981409,2.471401827033093,13.021504679254086
BAC009S0088W0121,0.0,4.87,S0088,-46.99809500128337,-48.654087213369515,2.471401827033093,9.679125763129221
BAC009S0137W0411,0.0,3.4770625,S0137,-44.0004742501796,-49.228456338246666,2.471401827033093,11.61752090819579
BAC009S0032W0306,0.0,2.8210625,S0032,-45.91641733156028,-52.49872985252967,2.471401827033093,14.398768794772874
BAC009S0349W0262,0.0,5.8829375,S0349,-45.931999362244895,-47.32645114262899,2.471401827033093,2.075310673594842
BAC009S0113W0405,0.0,5.087875,S0113,-42.39087825392927,-46.9310910151555,2.471401827033093,10.418791115349144
BAC009S0038W0146,0.0,4.081,S0038,-44.98159371170343,-47.62649416242327,2.471401827033093,12.874991658296056
BAC009S0038W0123,0.0,3.936,S0038,-44.50272148635787,-46.162751007080075,2.471401827033093,9.206829853823297
BAC009S0708W0122,0.0,3.237,S0708,-44.11613859953704,-47.905424264761116,2.471401827033093,7.467352267409623
BAC009S0141W0145,0.0,2.5740625,S0141,-50.07130806177043,-50.22308139801025,2.471401827033093,14.20442224575759
BAC009S0141W0408,0.0,3.761,S0141,-49.7136853806516,-48.47305750846863,2.471401827033093,10.416140835358547
BAC009S0236W0153,0.0,5.094,S0236,-49.12284734160118,-49.03298319940982,2.471401827033093,10.241479107619096
BAC009S0236W0438,0.0,8.739,S0236,-47.77891250715103,-49.67450873057047,2.471401827033093,7.9100102934061525
BAC009S0353W0406,0.0,3.5490625,S0353,-51.31854643485916,-54.10878472579153,2.471401827033093,10.157458378496358
BAC009S0247W0436,0.0,4.278125,S0247,-44.80421747225467,-47.5236826444927,2.471401827033093,11.368544847809574
BAC009S0073W0185,0.0,3.4719375,S0073,-49.529730277377524,-51.33977803876323,2.471401827033093,-1.1496861884932272
BAC009S0144W0291,0.0,4.2789375,S0144,-51.537273656542055,-51.2455527694137,2.471401827033093,11.79152289379969
BAC009S0212W0303,0.0,5.255875,S0212,-45.28234538379277,-45.445913809317126,2.471401827033093,8.405717827080426
BAC009S0235W0285,0.0,5.1060625,S0235,-48.77475996819961,-49.363941764831544,2.471401827033093,9.69410878744577
BAC009S0511W0225,0.0,3.36,S0511,-50.43246605282738,-49.423728139776934,2.471401827033093,9.989193863326499
BAC009S0341W0131,0.0,4.418,S0341,-45.964552106900456,-47.9935510298785,2.471401827033093,4.854817510819007
BAC009S0234W0470,0.0,4.8510625,S0234,-50.45601643041237,-49.856109619140625,2.471401827033093,9.349270860043397
BAC009S0119W0293,0.0,5.026875,S0119,-48.1931341637674,-49.57350558326358,2.471401827033093,6.234880344680327
BAC009S0179W0371,0.0,3.516,S0179,-44.52849786931818,-48.170645014444986,2.471401827033093,12.41764585430765
BAC009S0162W0439,0.0,3.8940625,S0162,-50.09958929145244,-52.93015098571777,2.471401827033093,5.4468535954238
BAC009S0162W0345,0.0,4.4811875,S0162,-50.595899309430806,-51.71868947347005,2.471401827033093,7.853897308951485
BAC009S0249W0403,0.0,4.5,S0249,-49.652530381944445,-51.221069880894255,2.471401827033093,12.30330919099239
BAC009S0111W0145,0.0,3.528,S0111,-44.1515138101983,-46.34839780402906,2.471401827033093,4.764505044107715
BAC009S0070W0369,0.0,4.3679375,S0070,-48.13946742705949,-49.69843215942383,2.471401827033093,13.13387484377558
BAC009S0070W0231,0.0,3.485,S0070,-46.39446969018625,-50.10169353485107,2.471401827033093,16.455820982676066
BAC009S0070W0188,0.0,6.043,S0070,-48.15158060844371,-49.39036715472186,2.471401827033093,15.584017115830022
BAC009S0705W0133,0.0,3.8060625,S0705,-45.179262016076116,-47.76277386700666,2.471401827033093,8.537236820696979
BAC009S0095W0336,0.0,5.5590625,S0095,-45.8673912432554,-47.89578089994543,2.471401827033093,9.354594610253027
BAC009S0115W0479,0.0,6.3239375,S0115,-46.02543080003956,-47.58058319091797,2.471401827033093,5.6506992259813025
BAC009S0115W0155,0.0,7.7419375,S0115,-45.28797743055556,-46.5600445691277,2.471401827033093,7.723483455106688
BAC009S0019W0452,0.0,3.7680625,S0019,-47.130678050397876,-47.93777487013075,2.471401827033093,9.867895936139352
BAC009S0715W0183,0.0,3.41,S0715,-44.99336739369502,-47.864967091878256,2.471401827033093,8.51378604228977
BAC009S0344W0208,0.0,5.245,S0344,-48.93185267857143,-49.63468148973253,2.471401827033093,7.964695109613544
BAC009S0344W0328,0.0,3.3920625,S0344,-48.81256337573746,-49.900575135883535,2.471401827033093,3.3636540527881618
BAC009S0344W0323,0.0,5.993875,S0344,-46.523088611227045,-45.077839516304635,2.471401827033093,6.9818551033297105
BAC009S0136W0149,0.0,2.882,S0136,-46.941141764322914,-53.77054362826877,2.471401827033093,13.366530113235665
BAC009S0136W0161,0.0,3.199,S0136,-44.99971313476563,-50.36856951032366,2.471401827033093,12.42084827479069
BAC009S0136W0130,0.0,3.353,S0136,-48.43384444962687,-55.48394966125488,2.471401827033093,13.272183427291596
BAC009S0136W0134,0.0,3.292,S0136,-50.64533862082067,-55.46178667885916,2.471401827033093,13.287394172001605
BAC009S0139W0146,0.0,3.023,S0139,-53.147696993998345,-60.060196770562065,2.471401827033093,9.36424565601154
BAC009S0703W0154,0.0,3.9989375,S0703,-42.5854541015625,-46.89574168278621,2.471401827033093,6.789135336801671
BAC009S0072W0150,0.0,3.331,S0072,-47.660956855292795,-50.419291973114014,2.471401827033093,8.51127822065806
BAC009S0103W0123,0.0,3.509,S0103,-44.803326989850426,-47.796249866485596,2.471401827033093,4.891776019362776
BAC009S0103W0391,0.0,3.702875,S0103,-44.23608266469594,-46.171990553538,2.471401827033093,5.741469790701654
BAC009S0362W0363,0.0,4.1061875,S0362,-48.65475307937956,-46.55076481745793,2.471401827033093,13.723328485824567
BAC009S0362W0394,0.0,5.692875,S0362,-52.58213765927065,-53.716827392578125,2.471401827033093,11.129130467754278
BAC009S0216W0268,0.0,5.8140625,S0216,-48.46236284423408,-47.38070002469149,2.471401827033093,7.952133501763466
BAC009S0040W0431,0.0,5.2839375,S0040,-50.488144383285984,-52.81590143839518,2.471401827033093,13.208291938437904
BAC009S0099W0129,0.0,3.913,S0099,-44.6065826806266,-46.17436258416427,2.471401827033093,12.911386816330133
BAC009S0129W0154,0.0,3.7309375,S0129,-50.60198663706434,-51.14407024383545,2.471401827033093,12.853492964672299
BAC009S0129W0138,0.0,3.858,S0129,-53.92840734294042,-53.75864601135254,2.471401827033093,8.866036737215154
BAC009S0079W0277,0.0,2.829,S0079,-42.9628492159894,-44.9355796178182,2.471401827033093,5.760509020749215
BAC009S0035W0335,0.0,5.589125,S0035,-45.497285191189626,-46.670440928141275,2.471401827033093,6.542744230307129
BAC009S0035W0486,0.0,2.922125,S0035,-44.706853997217465,-47.530365753173825,2.471401827033093,6.680097636011965
BAC009S0142W0309,0.0,2.7530625,S0142,-46.68803267045455,-50.80165100097656,2.471401827033093,11.865851509321365
BAC009S0226W0287,0.0,3.28,S0226,-46.065349299733235,-48.809381757463726,2.471401827033093,9.574031694664743
BAC009S0226W0159,0.0,4.1189375,S0226,-46.98677848149272,-48.17167091369629,2.471401827033093,12.402220194734442
BAC009S0133W0398,0.0,3.9919375,S0133,-48.81022380169173,-48.80790987881747,2.471401827033093,10.770934930881534
BAC009S0133W0264,0.0,5.673125,S0133,-46.90702504960318,-48.086153532329355,2.471401827033093,11.734051924435311
BAC009S0228W0336,0.0,5.6438125,S0228,-50.82080770722518,-51.81581379817082,2.471401827033093,7.531425527706565
BAC009S0116W0423,0.0,4.481,S0116,-44.31701224190848,-44.42040228843689,2.471401827033093,4.983954521335036
BAC009S0037W0470,0.0,2.9260625,S0037,-46.054050901237204,-47.60742862407978,2.471401827033093,6.536561124187923
BAC009S0037W0182,0.0,6.7430625,S0037,-43.68984722737389,-45.76369984944662,2.471401827033093,6.282961974364309
BAC009S0003W0182,0.0,6.079,S0003,-45.55690082750822,-48.10777469211155,2.471401827033093,8.746940499728936
BAC009S0003W0361,0.0,6.796125,S0003,-46.61820140165441,-47.31792390346527,2.471401827033093,15.123345090748124
BAC009S0601W0253,0.0,3.652,S0601,-45.348507063356166,-51.75251658757528,2.471401827033093,12.771089535653601
BAC009S0049W0469,0.0,4.9040625,S0049,-46.26334901147959,-46.596595976087784,2.471401827033093,6.368742029907551
BAC009S0049W0250,0.0,4.2830625,S0049,-46.94507064106308,-48.43131761293154,2.471401827033093,5.341025763024835
BAC009S0159W0273,0.0,6.582,S0159,-47.45665131079027,-48.10067454746791,2.471401827033093,12.43247765628523
BAC009S0159W0486,0.0,6.848125,S0159,-49.83220802919708,-50.95067148208618,2.471401827033093,9.51200610542276
BAC009S0192W0404,0.0,4.4050625,S0192,-48.237767502834465,-51.10206240699405,2.471401827033093,8.257435377474444
BAC009S0067W0174,0.0,3.6860625,S0067,-46.38627413617886,-49.326248779296876,2.471401827033093,10.27240647163029
BAC009S0093W0165,0.0,3.402,S0093,-45.822004250919115,-51.24916387487341,2.471401827033093,11.660234107007742
BAC009S0093W0169,0.0,3.3679375,S0093,-45.447259829376854,-52.07130377633231,2.471401827033093,11.915151816931061
BAC009S0093W0233,0.0,3.619,S0093,-44.75510132510359,-47.08707046508789,2.471401827033093,14.016542217906299
BAC009S0045W0174,0.0,5.1490625,S0045,-47.298084799757284,-46.09606957435608,2.471401827033093,7.93572661578942
BAC009S0231W0395,0.0,5.218,S0231,-50.3341564894636,-51.58063430786133,2.471401827033093,12.870855972598283
BAC009S0028W0240,0.0,4.257125,S0028,-47.150331022593896,-46.320397116921164,2.471401827033093,12.137522103063255
BAC009S0060W0337,0.0,3.952875,S0060,-47.40688785601266,-51.12470427013579,2.471401827033093,7.412813612414663
BAC009S0089W0490,0.0,4.546875,S0089,-46.135220638736264,-47.553296770368306,2.471401827033093,4.947932399175167
BAC009S0513W0312,0.0,4.86,S0513,-48.86641991383745,-48.700823364257815,2.471401827033093,8.35167424395138
